World Port Index Number,Region Name,Main Port Name,Alternate Port Name,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Port Security,Vessel Traffic Service,Communications - Telephone,Communications - Radio,Communications - Airport,Communications - Rail,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Medical Facilities,Garbage Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes - Container,Services - Longshoremen,Services - Electricity,Services - Navigation Equipment,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Dry Dock,Railway,Latitude,Longitude
63095,Antarctica -- 63060,Port Foster, ,0,23.2,21.6,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-62.95,-60.633333
55680,American Samoa -- 55675,Pago Pago Harbor, ,3,23.2,11,15.5,0,0,0,Small,Coastal (Natural),Unknown,Good,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,-14.283333,-170.666667
54320,Australia -- 53290,Whyalla, ,2,9.4,7.9,9.4,0,0,0,Small,Coastal (Breakwater),Unknown,Poor,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Limited,Unknown,Medium,-33.033333,137.583333
12370,Guyana -- 12350,Georgetown,Demerara,2,6.4,4.9,6.4,0,0,0,Medium,River (Natural),Unknown,Good,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Limited,Small,Small,6.833333,-58.166667
51400,Lesser Sunda Islands -- 51250,Kupang, ,2,4.9,21.6,4.9,0,0,0,Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,-10.166667,123.583333
48420,Iran -- 48410,Khorramshahr, ,3,7.9,7.9,9.4,0,0,0,Medium,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Small,Small,30.433333,48.183333
48620,India West Coast -- 48610,Mandvi, ,3,7.9,6.4,3.4,0,0,0,Very Small,Open Roadstead,Unknown,None,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22.833333,69.35
50930,Jawa -- 50920,Anyer Lor, ,2,0,9.4,9.4,0,0,0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Emergency Only,Unknown,Unknown,-6.05,105.916667
51280,Lesser Sunda Islands -- 51250,Ampenan, ,3,7.9,18.6,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,-8.566667,116.066667
61120,Japan -- 61100,Abashiri Ko, ,2,6.4,14,11,0,0,0,Small,Coastal (Breakwater),Unknown,Good,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Limited,Unknown,Unknown,44.016667,144.283333
61170,Japan -- 61100,Muroran Ko, ,1,15.5,7.9,15.5,0,0,0,Medium,Coastal (Natural),Unknown,Good,Yes,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Major,Medium,Large,42.35,140.966667
57830,China -- 57815,Guangzhou,Canton; Kuaung Fhou,2,12.5,11,12.5,0,0,0,Medium,River (Natural),Unknown,Good,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Major,Medium,Small,23.116667,113.233333
46530,Congo -- 46500,Matadi, ,2,7.9,12.5,9.4,0,0,0,Small,River (Natural),Unknown,Good,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,None,Unknown,Unknown,-5.816667,13.45
46520,Congo -- 46500,Boma, ,2,7.9,7.9,9.4,0,0,0,Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Small,Medium,-5.85,13.05
46510,Congo -- 46500,Banana, ,1,4.9,12.5,4.9,0,0,0,Very Small,River (Natural),Unknown,Good,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yes,Yes,None,Unknown,Unknown,-5.983333,12.383333
45670,Algeria -- 45470,Ghazaouet,Nemours,0,11,18.6,9.4,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Large,35.1,-1.866667
45570,Algeria -- 45470,Alger,Algiers,1,18.6,11,9.4,0,0,0,Large,Coastal (Breakwater),Unknown,Excellent,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Small,Large,36.766667,3.066667
45490,Algeria -- 45470,Annaba,Bona; Bone,0,12.5,20.1,12.5,0,0,0,Medium,Coastal (Breakwater),Unknown,Fair,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Medium,36.916667,7.766667
44970,Cyprus -- 44890,Famagusta, ,0,9.4,17.1,9.4,0,0,0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,No,No,Limited,Medium,Small,35.116667,33.933333
44960,Cyprus -- 44890,Larnaca, ,1,12.5,18.6,11,0,0,0,Small,Coastal (Breakwater),Unknown,Fair,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,34.916667,33.65
50910,Christmas Island -- 50900,Flying Fish Cove, ,3,23.2,0,4.9,0,0,0,Medium,Coastal (Natural),Unknown,Fair,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,No,None,Unknown,Unknown,-10.416667,105.7
30950,Germany -- 30650,Emden, ,3,7.9,11,6.4,0,0,0,Medium,River (Tide Gates),Unknown,Good,Yes,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Major,Large,Medium,53.333333,7.183333
30900,Germany -- 30650,Bremen, ,4,7.9,7.9,4.9,0,0,0,Large,River (Tide Gates),Unknown,Fair,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Small,Unknown,53.133333,8.766667
30840,Germany -- 30650,Nordenham, ,4,11,7.9,12.5,0,0,0,Small,River (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Limited,Small,Small,53.483333,8.483333
30810,Germany -- 30650,Bremerhaven, ,4,11,7.9,4.9,0,0,0,Large,River (Tide Gates),Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Small,Large,53.533333,8.583333
30800,Germany -- 30650,Cuxhaven, ,3,14,3.4,6.4,0,0,0,Medium,River (Basins),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,Unknown,Large,53.866667,8.716667
30780,Germany -- 30650,Hamburg, ,3,9.4,0,6.4,0,0,0,Large,Canal or Lake,Unknown,Excellent,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Medium,Large,53.55,9.933333
29350,Sjaelland -- 29150,Helsingor,Elsingor,1,0,7.9,4.9,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,56.033333,12.616667
15480,Costa Rica West Coast -- 15470,Golfito, ,3,7.9,12.5,7.9,0,0,0,Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,No,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Moderate,Unknown,Medium,8.633333,-83.166667
15370,Colombia West Coast -- 15350,Buenaventura, ,4,7.9,4.9,9.4,0,0,0,Small,Coastal (Natural),Unknown,Fair,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Major,Unknown,Small,3.883333,-77.066667
15330,Ecuador -- 15240,Esmeraldas, ,2,9.4,11,11,0,0,0,Very Small,River (Natural),Unknown,Fair,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,1,-79.65
15310,Ecuador -- 15240,Manta, ,2,9.4,17.1,11,0,0,0,Very Small,Coastal (Breakwater),Unknown,Poor,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,No,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,-0.95,-80.716667
14760,Chile -- 14070,Iquique, ,1,12.5,23.2,15.5,0,0,0,Small,Coastal (Breakwater),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,Medium,Medium,-20.2,-70.166667
14660,Chile -- 14070,Antofagasta,Mejillones,3,9.4,18.6,11,0,0,0,Medium,Coastal (Breakwater),Unknown,Good,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,No,Yes,Yes,Unknown,Yes,Limited,Unknown,Medium,-23.65,-70.416667
14425,Chile -- 14070,Lirquen, ,1,0,14,12.5,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Moderate,Unknown,Medium,-36.716667,-72.983333
14415,Chile -- 14070,Bahia San Vicente, ,1,23.2,18.6,11,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Moderate,Large,Medium,-36.733333,-73.166667
10500,Cuba South Coast -- 10310,Jucaro, ,1,7.9,9.4,9.4,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,No,No,No,None,Unknown,Unknown,21.616667,-78.85
14670,Chile -- 14070,Mejillones, ,1,20.1,23.2,12.5,0,0,0,Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Limited,Unknown,Unknown,-23.1,-70.466667
30100,Jylland -- 30020,Abenra,Apenrade,2,11,23.2,6.4,0,0,0,Small,Coastal (Breakwater),Unknown,Good,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Major,Unknown,Small,55.05,9.433333
30870,Germany -- 30650,Oldenburg, ,3,1.8,0,3.4,0,0,0,Very Small,River (Natural),Unknown,Good,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Small,53.116667,8.216667
45520,Algeria -- 45470,Collo, ,1,0,23.2,5,760,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,37,6.583333
45525,Algeria -- 45470,Djen-Djen, ,0,0,0,11,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,None,Unknown,Unknown,36.816667,5.883333
45530,Algeria -- 45470,Jijel,Djidjelli; Jijelli,0,10,0,7.3,153,0,9,Very Small,Coastal (Breakwater),Unknown,Fair,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Unknown,Limited,Unknown,Small,36.833333,5.783333
11908,Colombia North Coast -- 11860,El Bosque, ,0,12.5,23.2,11,0,0,0,Small,Coastal (Natural),Unknown,Good,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Unknown,Unknown,10.4,-75.533333
30105,Jylland -- 30020,Ensted, ,0,12.5,23.2,15.5,0,0,0,Very Small,Open Roadstead,Unknown,Good,No,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Unknown,Unknown,55.016667,9.433333
30480,Jylland -- 30020,Lemvig, ,0,1.8,3.4,3.4,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,Unknown,Small,56.583333,8.283333
30710,Germany -- 30650,Brunsbuttel Elbahafen, ,5,12.5,11,12.5,0,0,0,Very Small,River (Natural),Unknown,Fair,No,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Small,53.883333,9.166667
30740,Germany -- 30650,Neuhaus, ,0,3.4,11,1.8,0,0,0,Very Small,River (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Small,53.8,9.033333
30760,Germany -- 30650,Gluckstadt, ,3,3.4,6.4,0,0,0,0,Small,Coastal (Tide Gates),Unknown,Good,Yes,No,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Medium,53.783333,9.416667
14400,Chile -- 14070,Coronel, ,1,17.1,15.5,12.5,0,0,0,Small,Coastal (Natural),Unknown,Excellent,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,No,None,Unknown,Unknown,-37.033333,-73.166667
29130,Bornholm -- 29020,Christianso Harbor, ,0,1.8,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Good,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Small,55.316667,15.183333
57745,China -- 57740,Fang-Cheng, ,4,15.5,11,12.5,0,0,0,Medium,River (Natural),Unknown,Good,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Small,Unknown,21.75,108.35
59991,China Continued -- 59850,Nantong, ,2,9.4,9.4,7.9,0,0,0,Small,River (Natural),Unknown,Fair,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Medium,Unknown,32,120.8
60170,China Continued -- 59850,Longkou Gang,Lungkow,1,11,14,9.4,0,0,0,Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,Small,Unknown,37.633333,120.283333
60215,China Continued -- 59850,Jinzhou Wan, ,2,12.5,9.4,14,0,0,0,Very Small,Open Roadstead,Unknown,Fair,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,Unknown,Medium,40.75,121.1
44900,Cyprus -- 44890,Kyrenia, ,0,7.9,23.2,7.9,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,No,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,Small,Unknown,35.35,33.333333
14095,Chile -- 14070,Caleta Clarencia, ,0,15.5,3.4,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,-52.9,-70.1
14610,Chile -- 14070,Huasco, ,1,23.2,23.2,21.6,0,0,0,Very Small,Open Roadstead,Unknown,Fair,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,No,No,Yes,Limited,Unknown,Small,-28.466667,-71.25
10420,Cuba South Coast -- 10310,Media Luna, ,1,9.4,6.4,6.4,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,No,No,None,Unknown,Small,20.15,-77.433333
11905,Colombia North Coast -- 11860,Mamonal, ,0,9.4,11,6.4,0,0,0,Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,10.316667,-75.516667
